"EID","EventSourcePage","label"
"1528","https://bikexc.com/product-category/%E5%85%A8%E9%83%A8%E8%A1%8C%E7%A8%8B/?product_order=desc&product_orderby=date&product_view=list","-1"
"1529","http://www.magnifiedhealing-chinese.com/upcoming-events","-1"
"1530","https://www.leeandli.com/TW/000000011.htm","-1"
"1531","https://www.leeandli.com/TW/000000027.htm","-1"
"1532","http://www.poly.tw/cata.php?id=2","-1"
"1533","http://www.khm.org.tw/tw/news","-1"
"1534","http://www.khm.org.tw/tw/event/past","-1"
"1535","https://www.taih.ntnu.edu.tw/index.php/category/uncategorized/2/","-1"
"1536","https://www.taih.ntnu.edu.tw/index.php/category/uncategorized/6/","-1"
"1537","https://www.taih.ntnu.edu.tw/index.php/category/uncategorized/","-1"
"1538","https://www.taih.ntnu.edu.tw/index.php/category/2/","-1"
"1539","https://www.riverside.com.tw/livehouse","-1"
"1540","https://www.riverside.com.tw/new","-1"
"1541","https://www.riverside.com.tw/musiccafe","-1"
"1542","https://www.riverside.com.tw/shows","-1"
"1543","https://www.riverside.com.tw/20news","-1"
"1544","https://www.riverside.com.tw/20lineup","-1"
"1545","https://www.riverside.com.tw/news","-1"
"1546","https://tps.forest.gov.tw/TPSWeb/wSite/lp?ctNode=252&idPath=215_219_252&mp=1","-1"
"1547","https://tps.forest.gov.tw/TPSWeb/wSite/lp?ctNode=252&mp=1&idPath=215_219_252/","-1"
"1548","https://tps.forest.gov.tw/TPSWeb/wSite/lp?ctNode=251&idPath=215_219_251&mp=1","-1"
"1549","https://tps.forest.gov.tw/TPSWeb/wSite/lp?ctNode=252&idPath=215_219_252&idPath=215_219_252&mp=1&mp=1&xq_xCat=06","-1"
"1550","https://tps.forest.gov.tw/TPSWeb/wSite/lp?ctNode=251&mp=1&idPath=215_219_251","-1"
"1551","https://tps.forest.gov.tw/TPSWeb/wSite/mp#tab2","-1"
"1552","https://tps.forest.gov.tw/TPSWeb/wSite/lp?ctNode=252&idPath=&idPath=&mp=1&mp=1&xq_xCat=06","-1"
"1553","https://tps.forest.gov.tw/TPSWeb/wSite/lp?ctNode=252&mp=1","-1"
"1554","https://tps.forest.gov.tw/TPSWeb/wSite/lp?ctNode=252&mp=1&idPath=215_219_252&xq_xCat=06&mp=1&idPath=215_219_252","-1"
"1555","https://tps.forest.gov.tw/TPSWeb/wSite/lp?ctNode=252&mp=1&idPath=&xq_xCat=06&mp=1&idPath=","-1"
"1556","http://www.taiwanwalks.com/personal_main.php","-1"
"1557","http://www.taiwanwalks.com/group_main.php","-1"
"1558","https://act.cjcu.edu.tw/ActiveSite/ActiveList.aspx","-1"
"1559","https://act.cjcu.edu.tw/ActiveSite/ActiveList.aspx?_class=A10","-1"
"1560","https://act.cjcu.edu.tw/ActiveSite/ActiveList.aspx?_class=A09","-1"
"1561","https://act.cjcu.edu.tw/ActiveSite/ActiveList.aspx?_class=S01","-1"
"1562","https://actio.ncl.edu.tw/?cid=134","-1"
"1563","https://actio.ncl.edu.tw/?cid=130","-1"
"1564","https://actio.ncl.edu.tw/activitydetails?uid=2&pid=270","-1"
"1565","https://actio.ncl.edu.tw/#searchbox/","-1"
"1566","https://actio.ncl.edu.tw/?cid=131","-1"
"1567","https://actio.ncl.edu.tw/?page=3","-1"
"1568","https://actio.ncl.edu.tw/","-1"
"1569","https://actio.ncl.edu.tw/activitydetails?uid=2&pid=272","-1"
"1570","https://actio.ncl.edu.tw/?page=2","-1"
"1571","https://www.sunmoonlake.gov.tw/zh-tw/event/newslist","-1"
"1572","https://www.sunmoonlake.gov.tw/zh-tw/event/newslist?page=1&sortby=Posted","-1"
"1573","https://www.sunmoonlake.gov.tw/activities/musicfestival/","-1"
"1574","https://www.sunmoonlake.gov.tw/zh-tw/diary","-1"
"1575","https://www.sunmoonlake.gov.tw/zh-tw/event/calendar/2021","-1"
"1576","https://www.sunmoonlake.gov.tw/zh-tw/event/newslist#/","-1"
"1577","https://www.sunmoonlake.gov.tw/zh-tw/event/newslist?sortby=Posted&page=1/","-1"
"1578","https://www.sunmoonlake.gov.tw/activities/musicfestival/ch/page-2.html","-1"
"1579","https://www.tpqc.com.tw/%e6%89%80%e6%9c%89%e8%aa%b2%e7%a8%8b/","-1"
"1580","https://www.tpqc.com.tw/category/%E5%85%AC%E5%91%8A/%E6%9C%80%E6%96%B0%E6%B6%88%E6%81%AF/","-1"
"1581","https://www.tpqc.com.tw/%e6%89%80%e6%9c%89%e8%aa%b2%e7%a8%8b/%e6%96%87%e5%89%b5%e8%97%9d%e8%a1%93/","-1"
"1582","https://www.tpqc.com.tw/%e6%89%80%e6%9c%89%e8%aa%b2%e7%a8%8b/%e8%aa%b2%e7%a8%8b-%e8%a8%ad%e8%a8%88%e5%89%b5%e6%96%b0/","-1"
"1583","https://www.tpqc.com.tw/%E6%9C%80%E6%96%B0%E6%B6%88%E6%81%AF/","-1"
"1584","https://www.tpqc.com.tw/%e6%89%80%e6%9c%89%e8%aa%b2%e7%a8%8b/%e8%aa%b2%e7%a8%8b-%e9%a2%a8%e6%a0%bc%e6%89%8b%e4%bd%9c/","-1"
"1585","https://www.tpqc.com.tw/%e6%89%80%e6%9c%89%e8%aa%b2%e7%a8%8b/%e6%94%9d%e5%bd%b1%e7%be%8e%e5%ad%b8/","-1"
"1586","https://tpqc.com.tw/%E6%9C%80%E6%96%B0%E6%B6%88%E6%81%AF/","-1"
"1587","https://www.tpqc.com.tw/%e6%89%80%e6%9c%89%e8%aa%b2%e7%a8%8b/%e8%aa%b2%e7%a8%8b-%e9%87%91%e8%9e%8d%e7%ae%a1%e7%90%86/","-1"
"1588","http://seminars.law.nycu.edu.tw/history_conf_list.php","-1"
"1589","https://conference.itl.nctu.edu.tw/conference_list.php","-1"
"1590","http://seminars.law.nycu.edu.tw/conference_list.php","-1"
"1591","https://event.culture.tw/NMP/portal/Tour/J5401MAction","-1"
"1592","https://event.culture.tw/NMP/portal/Registration/C0108MAction","-1"
"1593","https://event.culture.tw/NMP/portal/Registration/ActkindAction/","-1"
"1594","https://event.culture.tw/NMP/portal/Registration/C0102MAction","-1"
"1595","https://event.rhythmsmonthly.com/tc-event-category/%E5%B9%B8%E7%A6%8F%E4%BA%BA%E7%94%9F%E8%AC%9B%E5%BA%A7/","-1"
"1596","https://event.rhythmsmonthly.com/tc-event-category/%E6%96%B0%E6%9B%B8%E7%99%BC%E8%A1%A8%E6%9C%83/","-1"
"1597","https://community.society.taichung.gov.tw/latestevent/index.aspx?Parser=9,3,23","-1"
"1598","https://community.society.taichung.gov.tw/registration/index.aspx?Parser=99,7,36","-1"
"1599","https://community.society.taichung.gov.tw/registration/syncList.aspx?Parser=99,3,24","-1"
"1600","https://hiking.biji.co/index.php?q=event&act=weekend","-1"
"1601","https://hiking.biji.co/index.php?q=event","-1"
"1602","https://hiking.biji.co/index.php?act=list&q=minisite","-1"
"1603","https://hiking.biji.co/index.php?q=minisite&act=list","-1"
"1604","https://hiking.biji.co/index.php?act=weekend&q=event","-1"
"1605","https://ievents.iii.org.tw/Default.aspx#/","-1"
"1606","https://ievents.iii.org.tw/EventList.aspx?w=P","-1"
"1607","https://ievents.iii.org.tw/EventList.aspx","-1"
"1608","https://ievents.iii.org.tw/EventList.aspx?w=A","-1"
"1609","http://erf.org.tw/eventlist/hito/","-1"
"1610","http://erf.org.tw/eventlist/recent/","-1"
"1611","https://kml.kcg.gov.tw/act/info#/","-1"
"1612","https://kml.kcg.gov.tw/act/info","-1"
"1613","https://kml.kcg.gov.tw/display/now","-1"
"1614","https://kml.kcg.gov.tw/news","-1"
"1615","https://kml.kcg.gov.tw/act/info/detail?key=73","-1"
"1616","https://kingcar.org.tw/news","-1"
"1617","https://kingcar.org.tw/reading_education/19","-1"
"1618","https://kingcar.org.tw/reading_education/41","-1"
"1619","https://kingcar.org.tw/reading_education/20","-1"
"1620","https://lifelab.skl.com.tw/hotnews?type=1","-1"
"1621","https://lifelab.skl.com.tw/event_lists?type=5","-1"
"1622","https://lifelab.skl.com.tw/event_lists?type=/","-1"
"1623","https://lifelab.skl.com.tw/event_lists?type=2","-1"
"1624","https://lifelab.skl.com.tw/event_lists?type=4","-1"
"1625","https://lifelab.skl.com.tw/hotnews?type=11","-1"
"1626","https://lifelab.skl.com.tw/event_lists?type=3","-1"
"1627","https://lifelab.skl.com.tw/event_lists?type=","-1"
"1628","https://law.moeasmea.gov.tw/ailt/modules/events/","-1"
"1629","http://lkkpomia.tgb.org.tw/posts/?page=3","-1"
"1630","http://lkkpomia.tgb.org.tw/posts/?tag=%E9%98%BF%E5%8D%B4%E8%B3%9E%E5%8F%B0%E8%AA%9E%E7%B9%AA%E6%9C%AC%E9%96%B1%E8%AE%80%E7%A0%94%E7%BF%92%E6%B4%BB%E5%8B%95","-1"
"1631","https://lkkpomia.tgb.org.tw/posts/?page=1","-1"
"1632","http://lkkpomia.tgb.org.tw/posts/?page=2","-1"
"1633","http://lkkpomia.tgb.org.tw/posts/?tag=%E5%8F%B0%E8%AA%9E%E8%BC%B8%E5%85%A5%E6%B3%95%E9%AB%94%E9%A9%97%E6%B4%BB%E5%8B%95","-1"
"1634","https://fantasystory.com.tw/sv_activity.php?sid=20","-1"
"1635","https://fantasystory.com.tw/sv_activity.php?sid=3","-1"
"1636","https://fantasystory.com.tw/sv_activity.php?sid=160","-1"
"1637","https://fantasystory.com.tw/sv_activity.php?sid=12/","-1"
"1638","https://parklanes.com.tw/splendor-section/","-1"
"1639","https://parklanes.com.tw/events/","-1"
"1640","https://tmofa.tycg.gov.tw/ch/online-art/online-exhibition","-1"
"1641","https://tmofa.tycg.gov.tw/ch","-1"
"1642","https://tmofa.tycg.gov.tw/ch/news/latest-news","-1"
"1643","https://kingcar.org.tw/reading_education","-1"
"1644","https://tmofa.tycg.gov.tw/ch/events/current-events","-1"
"1645","https://tmofa.tycg.gov.tw/ch/news/popular-events","-1"
"1646","https://tmofa.tycg.gov.tw/ch/exhibitions/current-exhibitions","-1"
"1647","https://toybank.ntpc.gov.tw/toybank/volunteer.php?type=4","-1"
"1648","https://toybank.ntpc.gov.tw/toybank/event.php","-1"
"1649","https://toybank.ntpc.gov.tw/toybank/event.php?type=0","-1"
"1650","https://toybank.ntpc.gov.tw/toybank/volunteer.php?type=3","-1"
"1651","https://toybank.ntpc.gov.tw/toybank/volunteer.php?type=6","-1"
"1652","https://toybank.ntpc.gov.tw/toybank/car.php?type=0","-1"
"1653","https://toybank.ntpc.gov.tw/toybank/volunteer.php?type=5","-1"
"1654","https://toybank.ntpc.gov.tw/toybank/event.php?type=1","-1"
"1655","https://toybank.ntpc.gov.tw/toybank/event.php?type=2","-1"
"1656","https://toybank.ntpc.gov.tw/toybank/car.php","-1"
"1657","https://www.alps-outdoors.com.tw/blogs/news","-1"
"1658","https://www.alps-outdoors.com.tw/blogs/camp-event-registration","-1"
"1659","https://www.alps-outdoors.com.tw/blogs/hike-events","-1"
"1660","https://www.alps-outdoors.com.tw/blogs/camp-events","-1"
"1661","https://south.npm.gov.tw/ActivityInfoListC003210.aspx?appname=ActivityInfo3211","-1"
"1662","https://south.npm.gov.tw/ExhibitionsListC003110.aspx?appname=Exhibition3111","-1"
"1663","https://south.npm.gov.tw/ActivityInfoListC003210.aspx?appname=ActivityInfo3212","-1"
"1664","https://south.npm.gov.tw/Search.aspx?q=%E6%B4%BB%E5%8B%95","-1"
"1665","https://south.npm.gov.tw/ExhibitionsListC003110.aspx?appname=Exhibition3112","-1"
"1666","https://south.npm.gov.tw/Search.aspx?q=%E5%B1%95%E8%A6%BD","-1"
"1667","https://travel.taichung.gov.tw/zh-tw/Event/News","-1"
"1668","https://taiwanstay.net.tw/news","-1"
"1669","https://travel.taichung.gov.tw/zh-tw/Event/TouristCalendar/2020/","-1"
"1670","https://travel.taichung.gov.tw/zh-tw/Home/Search?q=%E4%B8%BB%E9%A1%8C%E9%81%8A%E7%A8%8B/#gsc.tab=0&gsc.q=%E4%B8%BB%E9%A1%8C%E9%81%8A%E7%A8%8B%2F&gsc.page=1","-1"
"1671","https://www.travel.taipei/zh-tw/activity/e2017.06.28?page=1/","-1"
"1672","https://travel.taichung.gov.tw/zh-tw/Event/PressRelease","-1"
"1673","https://travel.taichung.gov.tw/zh-tw/Attractions/NearbyEvent/39/%E9%80%A2%E7%94%B2%E5%A4%9C%E5%B8%82-%E9%80%A2%E7%94%B2%E5%95%86%E5%9C%88","-1"
"1674","https://tttc.ncfta.gov.tw/home/zh-tw/EPinformation","-1"
"1675","https://tttc.ncfta.gov.tw/home/zh-tw/OperaArt","-1"
"1676","https://event.culture.tw/XCT/portal/Registration/C0102MAction","-1"
"1677","https://tttc.ncfta.gov.tw/home/zh-tw/news","-1"
"1678","https://tttc.ncfta.gov.tw/home/zh-tw/PressRoom","-1"
"1679","https://event.culture.tw/XCT/portal/Registration/C0107MAction","-1"
"1680","https://tttc.ncfta.gov.tw/home/zh-tw/encore72hrs","-1"
"1681","https://event.culture.tw/XCT/portal/Registration/C0108MAction","-1"
"1682","https://tttc.ncfta.gov.tw/home/zh-tw/OperaBase","-1"
"1683","https://tttc.ncfta.gov.tw/home/zh-tw/activities","-1"
"1684","https://tttc.ncfta.gov.tw/home/zh-tw/seriesactivities","-1"
"1685","https://tttc.ncfta.gov.tw/home/zh-tw/LectureTowardDrama","-1"
"1686","https://tydep-eew.com.tw/news2.php","-1"
"1687","https://vvg.com.tw/news?cate=1","-1"
"1688","https://web.ncku.edu.tw/p/422-1000-1026.php?Lang=zh-tw","-1"
"1689","https://web.ncku.edu.tw/p/422-1000-1011.php?Lang=zh-tw","-1"
"1690","http://activity.ncku.edu.tw/index.php?c=apply&m=index","-1"
"1691","https://activity.ncku.edu.tw/","-1"
"1692","https://luko.talk.tw/ArticleClass.aspx?ClassID=10","-1"
"1693","https://luko.talk.tw/ArticleClass.aspx?ClassID=2","-1"
"1694","https://luko.talk.tw/ActSearch.aspx?KindID=11","-1"
"1695","https://luko.talk.tw/ActSearch.aspx?KindID=1","-1"
"1696","https://luko.talk.tw/ActSearch.aspx?KindID=3","-1"
"1697","https://luko.talk.tw/Search.aspx?Keyword=%e6%96%b0%e5%b9%b4%e6%b4%bb%e5%8b%95","-1"
"1698","https://luko.talk.tw/ActSearch.aspx?KindID=9","-1"
"1699","https://luko.talk.tw/ArticleClass.aspx?ClassID=1","-1"
"1700","https://luko.talk.tw/ActSearch.aspx?KindID=12","-1"
"1701","https://luko.talk.tw/ActSearch.aspx?KindID=7","-1"
"1702","https://luko.talk.tw/ActSearch.aspx?KindID=5","-1"
"1703","https://luko.talk.tw/ActSearch.aspx?KindID=2","-1"
"1704","https://luko.talk.tw/Search.aspx?Keyword=%E6%96%B0%E5%B9%B4%E6%B4%BB%E5%8B%95&SearchFrom=HotWord","-1"
"1705","https://luko.talk.tw/Search.aspx?SearchFrom=HotWord&Keyword=%e6%96%b0%e5%b9%b4%e6%b4%bb%e5%8b%95","-1"
"1706","https://luko.talk.tw/ActSearch.aspx?KindID=4","-1"
"1707","https://luko.talk.tw/ActSearch.aspx?KindID=8","-1"
"1708","https://luko.talk.tw/ActSearch.aspx?KindID=13","-1"
"1709","https://luko.talk.tw/ActSearch.aspx?KindID=6","-1"
"1710","https://luko.talk.tw/ActSearch.aspx?KindID=10","-1"
